,,,,bitter,sweet,tasteless
FDB019482,Sativoside R2,CC1C2C(CC3C4CCC5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(CO)C(O)C(OC4OCC(O)C(O)C4O)C3OC3OC(CO)C(O)C(OC4OC(CO)C(O)C(O)C4O)C3O)C(O)C2O)OC11CCC(C)CO1,TRUE,0.769999981,0,0.280000001
FDB019483,Sativoside R1,CC(CCC1(O)OC2CC3C4CCC5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(OC3OC(CO)C(O)C(O)C3O)C2O)C(OC2OCC(O)C(O)C2O)C1O)COC1OC(CO)C(O)C(O)C1O,TRUE,0.769999981,0,0.280000001
FDB020701,Capsicoside D,CC(CCC1(O)OC2CC3C4CCC5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(OC2OC(CO)C(O)C(OC3OCC(O)C(O)C3O)C2OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O)COC1OC(CO)C(O)C(O)C1O,TRUE,0.769999981,0,0.280000001
FDB020702,Protodegalactotigonin,CC(CCC1(O)OC2CC3C4CCC5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(OC2OC(CO)C(O)C(OC3OCC(O)C(O)C3O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C1O)COC1OC(CO)C(O)C(O)C1O,TRUE,0.769999981,0,0.280000001
FDB020806,Capsicoside E1,CC1C2C(CC3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(OC8OC(CO)C(O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)CC5(C)C4CCC23C)OC11CCC(C)CO1,TRUE,0.769999981,0,0.280000001
FDB020807,Capsicoside A1,CC1C2C(CC3C4CCC5CC(OC6OC(CO)C(O)C(O)C6O)C(O)CC5(C)C4CCC23C)OC11CCC(C)CO1,TRUE,0.769999981,0,0.280000001
FDB020808,Capsicoside B1,CC1C2C(CC3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(O)CC5(C)C4CCC23C)OC11CCC(C)CO1,TRUE,0.769999981,0,0.280000001
FDB020809,Capsicoside C2,CC1C2C(CC3C4CCC5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(CO)C(O)C(OC4OCC(O)C(O)C4O)C3O)C(O)C2O)OC11CCC(C)CO1,TRUE,0.769999981,0,0.280000001
FDB021017,Gitogenin 3-[glucosyl-(1->2)-glucosyl-(1->4)-galactoside],CC1C2C(CC3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(O)CC5(C)C4CCC23C)OC11CCC(C)CO1,TRUE,0.769999981,0,0.280000001
FDB021646,Capsicoside C1,CC1C2C(CC3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7O)C(O)C6O)C(O)CC5(C)C4CCC23C)OC11CCC(C)CO1,TRUE,0.769999981,0,0.280000001
FDB011183,Calendulaglycoside E,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(O)=O,TRUE,0.01,0.75999999,0.270000011
FDB013035,Spinasaponin A,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(O)=O,TRUE,0.01,0.75999999,0.270000011
FDB017810,Licoricesaponin A3,CC1(C)C(CCC2(C)C1CCC1(C)C2C(=O)C=C2C3CC(C)(CCC3(C)CCC12C)C(=O)OC1OC(CO)C(O)C(O)C1O)OC1OC(C(O)C(O)C1OC1OC(C(O)C(O)C1O)C(O)=O)C(O)=O,TRUE,0.01,0.75999999,0.270000011
FDB019123,Periandrin III,CC1(C)C(CCC2(CO)C1CCC1(C)C2CCC2C3=CC(C)(CCC3(C)CCC12C)C(O)=O)OC1OC(C(O)C(O)C1OC1OC(C(O)C(O)C1O)C(O)=O)C(O)=O,TRUE,0.01,0.75999999,0.270000011
FDB019162,Cynarasaponin C,CC1CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1C)C(=O)OC1OC(CO)C(O)C(O)C1O,TRUE,0.01,0.75999999,0.270000011
FDB020687,28-Glucosyloleanolic acid 3-[rhamnosyl-(1->2)-galactosyl-(1->3)-glucuronide],CC1OC(OC2C(O)C(O)C(OC2OC2C(O)C(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(CCC54C)C(=O)OC4OC(CO)C(O)C(O)C4O)C3(C)C)OC(C2O)C(O)=O)C(O)=O)C(O)C(O)C1O,TRUE,0.01,0.75999999,0.270000011
FDB003353,2-Octen-4-one,CCCCC(=O)\C=C/C,TRUE,0,0.74000001,0.270000011
FDB014480,Ziziphin,CC1OC(OC2C(O)C(O)COC2OC2CCC3(C)C(CCC4(C)C3CCC3C5C6(CC43CO6)OC(CC5(C)OC3OC(C)C(O)C(OC(C)=O)C3OC(C)=O)C=C(C)C)C2(C)C)C(O)C(O)C1O,TRUE,0.050000001,0.449999988,0.270000011
FDB021779,Diisobutyl adipate,CC(C)COC(=O)CCCCC(=O)OCC(C)C,TRUE,0.07,0.709999979,0.25999999
FDB002250,L-Tryptophan,N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O,TRUE,0.07,0.140000001,0.25999999
FDB002251,(±)-Tryptophan,NC(CC1=CNC2=C1C=CC=C2)C(O)=O,TRUE,0.07,0.140000001,0.25999999
FDB022736,Digoxin,[H][C@@]1(CC[C@]2(C)C3C[C@@]([H])(O)[C@]4(C)C(CC[C@]4(O)[C@]3([H])CC[C@]2([H])C1)C1=CC(=O)OC1)O[C@@]1([H])C[C@]([H])(O)[C@]([H])(O[C@@]2([H])C[C@]([H])(O)[C@]([H])(O[C@@]3([H])C[C@]([H])(O)[C@]([H])(O)[C@@]([H])(C)O3)[C@@]([H])(C)O2)[C@@]([H])(C)O1,TRUE,0.540000021,0.039999999,0.25999999
FDB015208,"6,7-Didehydrofevicordin F 3-[glucosyl-(1->6)-glucoside]",CC1=C2C=CC3C4(C)CC(O)C(C(C)(O)C(O)\C=C\C(C)(C)O)C4(C)CC(=O)C3(C)C2=CC(O)=C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,TRUE,0.800000012,0,0.25999999
FDB023764,Endomorphin-2,N[C@@H](CC1=CC=C(O)C=C1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,TRUE,0.289999992,0,0.25999999
FDB010307,"Starch, food, modified: distarch glycerol",COC1C(CO)OC(OCC2OC(OC3C(CO)OC(C)C(O)C3O)C(O)C(O)C2OC2OC(CO)C(OC)C(O)C2OCC(O)COC2C(CO)OC(O)C(O)C2O)C(O)C1O,TRUE,0,0.829999983,0.25
FDB016732,(E)-3-Heptenyl 2-methylpropanoate,CCC\C=C\CCOC(=O)C(C)C,TRUE,0.01,0.75,0.25
FDB017576,cis-3-Hexenyl 3-methylbutanoate,CC\C=C/CCOC(=O)CC(C)C,TRUE,0.01,0.75,0.25
FDB020184,1-(2-Furanyl)-1-octanone,CCCCCCCC(=O)C1=CC=CO1,TRUE,0.02,0.680000007,0.25
FDB009375,Ethylene glycol distearate,CCCCCCCCCCCCCCCCCC(=O)OCCOC(=O)CCCCCCCCCCCCCCCCC,TRUE,0.02,0.439999998,0.25
FDB001344,Hydroxycitronellol,CC(CCO)CCCC(C)(C)O,TRUE,0.379999995,0.200000003,0.25
FDB003424,Pitheduloside A,CC1(C)CCC2(C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(COC7OCC(O)C(O)C7O)C(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1)C(O)=O,TRUE,0.379999995,0.129999995,0.25
FDB013006,Pitheduloside E,CC1(C)CCC2(C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(COC7OCC(O)C(O)C7OC7OCC(O)C(O)C7O)C(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1)C(O)=O,TRUE,0.379999995,0.129999995,0.25
FDB013435,Pitheduloside B,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(COC7OCC(O)C(O)C7OC7OCC(O)C(O)C7O)C(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1)C(O)=O,TRUE,0.379999995,0.129999995,0.25
FDB020789,Helianthoside A,CC1OC(OC2C(C)OC(OC3C(O)C(COC4OCC(O)C(O)C4O)OC(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)CCC7(C(O)CC65C)C(O)=O)C4(C)C)C3O)C(O)C2O)C(O)C(O)C1O,TRUE,0.379999995,0.129999995,0.25
FDB004901,Proanthocyanidins,[H][C@@]1(O)CC2=C(OC1([H])C1=CC(O)=C(OC)C(O)=C1)C(=C(O)C=C2O)[C@@]1([H])C2=C(O)C=C(O)C=C2O[C@]([H])(C2=CC=C(O)C=C2)[C@]1([H])O,TRUE,0.159999996,0.100000001,0.25
FDB020894,Isoacteoside,CC1OC(OC2C(O)C(COC(=O)\C=C\C3=CC(O)=C(O)C=C3)OC(OCCC3=CC(O)=C(O)C=C3)C2O)C(O)C(O)C1O,TRUE,0.409999996,0.039999999,0.25
FDB004144,Glucocochlearin,CC[C@H](C)C(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=NOS(O)(=O)=O,TRUE,0.660000026,0.01,0.25
FDB001495,Glucolepidiin,CCC(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=NOS(O)(=O)=O,TRUE,0.439999998,0.01,0.25
FDB000366,Dioscin,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(C)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)C(O)C2O)OC11CCC(C)CO1,TRUE,0.930000007,0,0.25
FDB014635,"11,12-Dimethoxy-8,11,13-abietatrien-20,7-olide",COC1=C(OC)C2=C(C=C1C(C)C)C1CC3C(C)(C)CCCC23C(=O)O1,TRUE,0.529999971,0,0.25
FDB004342,Hex-cis-3-enol acetate,CC\C=C\CCOC(C)=O,TRUE,0,0.860000014,0.239999995
FDB019927,cis-3-Hexenyl acetate,CC\C=C/CCOC(C)=O,TRUE,0,0.860000014,0.239999995
FDB001371,Benzyl propionate,CCC(=O)OCC1=CC=CC=C1,TRUE,0.140000001,0.540000021,0.239999995
FDB004291,Octadecenoic acid,[H]\C(CCCCCCCCCCCCCCC)=C(/[H])C([O-])=O,TRUE,0.029999999,0.280000001,0.239999995
FDB016188,Rhodinyl acetate,CC(CCCC(C)=C)CCOC(C)=O,TRUE,0.670000017,0.150000006,0.239999995
FDB017779,2-Methylpropyl glucosinolate,CC(C)C\C(SC1OC(CO)C(O)C(O)C1O)=N/OS(O)(=O)=O,TRUE,0.810000002,0,0.239999995
FDB021119,Dibutyl decanedioate,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,TRUE,0.01,0.870000005,0.230000004
FDB002289,Linalyl propionate,CCC(=O)OC(C)(CCC=C(C)C)C=C,TRUE,0.01,0.829999983,0.230000004
FDB002291,Linalyl butyrate,CCCC(=O)OC(C)(CCC=C(C)C)C=C,TRUE,0.01,0.829999983,0.230000004
FDB019926,cis-3-Hexenyl formate,CC\C=C/CCOC=O,TRUE,0,0.819999993,0.230000004
FDB015077,Octyl 2-methylbutyrate,CCCCCCCCOC(=O)C(C)CC,TRUE,0.01,0.74000001,0.230000004
FDB018747,Hexyl 2-methylbutanoate,CCCCCCOC(=O)C(C)CC,TRUE,0.01,0.74000001,0.230000004
FDB009570,3-Hexenyl 2-methylbutyrate,CCC=CCCOC(=O)C(C)CC,TRUE,0.01,0.720000029,0.230000004
FDB017575,cis-3-Hexenyl 2-methylbutanoate,CC\C=C/CCOC(=O)C(C)CC,TRUE,0.01,0.720000029,0.230000004
FDB002921,Methyl 2-undecynoate,CCCCCCCCC#CC(=O)OC,TRUE,0.01,0.680000007,0.230000004
FDB003317,Methyl octynecarboxylate,CCCCCCC#CC(=O)OC,TRUE,0.01,0.680000007,0.230000004
FDB013575,Neral,CC(C)=CCC\C(C)=C/C=O,TRUE,0.02,0.660000026,0.230000004
FDB013702,Geranial,CC(C)=CCC\C(C)=C\C=O,TRUE,0.02,0.660000026,0.230000004
FDB017236,Dihydro-alpha-ionone,CC(=O)CC[C@H]1C(C)=CCCC1(C)C,TRUE,0.02,0.479999989,0.230000004
FDB012238,Phenylacetaldehyde,O=CCC1=CC=CC=C1,TRUE,0.699999988,0.039999999,0.230000004
FDB003015,Acutoside A,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1)C(O)=O,TRUE,0.720000029,0.029999999,0.230000004
FDB003443,Congmuyenoside A,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC34C)C2C1)C(O)=O,TRUE,0.720000029,0.029999999,0.230000004
FDB003444,Congmuyenoside B,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC34C)C2C1)C(O)=O,TRUE,0.720000029,0.029999999,0.230000004
FDB005952,Heteroside,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6OC6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(O)=O,TRUE,0.720000029,0.029999999,0.230000004
FDB011179,Calenduloside A,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(C)(C)C5CCC34C)C2C1)C(O)=O,TRUE,0.720000029,0.029999999,0.230000004
FDB014133,"1beta,2alpha,3beta,19alpha-Tetrahydroxy-12-ursen-28-oic acid 28-O-[b-D-Glucopyranosyl-(1->2)-b-D-glucopyranosyl] ester",CC1CCC2(CCC3(C)C(=CCC4C3(C)CCC3C(C)(C)C(O)C(O)C(O)C43C)C2C1(C)O)C(=O)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,TRUE,0.720000029,0.029999999,0.230000004
FDB015232,Oleanolic acid 3-[glucosyl-(1->4)-xyloside],CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(C)(C)C5CCC34C)C2C1)C(O)=O,TRUE,0.720000029,0.029999999,0.230000004
FDB018981,Arvensoside D,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1)C(O)=O,TRUE,0.720000029,0.029999999,0.230000004
FDB020675,Araloside G,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,TRUE,0.720000029,0.029999999,0.230000004
FDB020688,Oleanolic acid 3-[rhamnosyl-(1->4)-glucosyl-(1->6)-glucoside],CC1OC(OC2C(O)C(O)C(OCC3OC(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)CCC7(CCC65C)C(O)=O)C4(C)C)C(O)C(O)C3O)OC2CO)C(O)C(O)C1O,TRUE,0.720000029,0.029999999,0.230000004
FDB021136,Ursolic acid 3-[glucosyl-(1->4)-xyloside],C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6OC[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)C(C)(C)C5CC[C@@]34C)[C@@H]2[C@H]1C)C(O)=O,TRUE,0.720000029,0.029999999,0.230000004
FDB018360,(E)-2-(2-Octenyl)cyclopentanone,CCCCC\C=C\CC1CCCC1=O,TRUE,0.029999999,0.680000007,0.219999999
FDB008540,(±)-2-Methyl-3-(4-methylphenyl)propanal,CC(CC1=CC=C(C)C=C1)C=O,TRUE,0.059999999,0.670000017,0.219999999
FDB008187,2-Methyl-1-phenyl-2-propanol,CC(C)(O)CC1=CC=CC=C1,TRUE,0.720000029,0.029999999,0.219999999
FDB017786,2-Hydroxypropyl glucosinolate,CC(O)C\C(SC1OC(CO)C(O)C(O)C1O)=N/OS(O)(=O)=O,TRUE,0.769999981,0.01,0.219999999
FDB007494,Quercetin 3-(6''-acetyl-galactoside) 7-rhamnoside,C[C@@H]1O[C@@H](OC2=CC3=C(C(O)=C2)C(=O)C(O[C@@H]2O[C@H](COC(C)=O)[C@H](O)[C@H](O)[C@H]2O)=C(O3)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,TRUE,0.720000029,0.01,0.219999999
FDB018937,6''-Acetylhyperin 7-rhamnoside,CC1OC(OC2=CC(O)=C3C(OC(C4=CC(O)=C(O)C=C4)=C(OC4OC(COC(C)=O)C(O)C(O)C4O)C3=O)=C2)C(O)C(O)C1O,TRUE,0.720000029,0.01,0.219999999
FDB001650,5-O-Methylgenistein,COC1=CC(O)=CC2=C1C(=O)C(=CO2)C1=CC=C(O)C=C1,TRUE,0.790000021,0,0.219999999
FDB012400,Prunetin,COC1=CC2=C(C(O)=C1)C(=O)C(=CO2)C1=CC=C(O)C=C1,TRUE,0.790000021,0,0.219999999
FDB011579,(-)-Pyrifolidine,CCC12CCCN3CCC4(C(CC1)N(C(C)=O)C1=C4C=CC(OC)=C1OC)C23,TRUE,0.670000017,0,0.219999999
FDB001598,4-Hydroxyderricin,COC1=CC=C(C(=O)\C=C\C2=CC=C(O)C=C2)C(O)=C1CC=C(C)C,TRUE,0.639999986,0,0.219999999
FDB018241,"2',4-Dihydroxy-4',6'-dimethoxy-3'-prenylchalcone",COC1=CC(OC)=C(C(=O)\C=C\C2=CC=C(O)C=C2)C(O)=C1CC=C(C)C,TRUE,0.639999986,0,0.219999999
FDB021445,3-Benzyl-4-heptanone,CCCC(=O)C(CC)CC1=CC=CC=C1,TRUE,0.01,0.75999999,0.209999993
FDB006217,Momordin B,[H][C@@]12CC(C)(C)CC[C@@]1(CC[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)CC[C@H](O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)C(O)=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O,TRUE,0.5,0.25999999,0.209999993
FDB013021,Vaccaroside,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6O)C(O)=O)C(C)(C=O)C5CCC34C)C2C1)C(O)=O,TRUE,0.5,0.25999999,0.209999993
FDB016976,Monoglucuronylglycyrrhetinic acid,CC1(C)C(CCC2(C)C1CCC1(C)C2C(=O)C=C2C3CC(C)(CCC3(C)CCC12C)C(O)=O)OC1OC(C(O)C(O)C1O)C(O)=O,TRUE,0.5,0.25999999,0.209999993
FDB020676,Oleanolic acid 3-glucuronide,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(O)=O,TRUE,0.5,0.25999999,0.209999993
FDB021277,Smilanippin A,CC1C2C(CC3C4CCC5CC(CCC5(C)C4CCC23C)OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)OC11CCC(C)CO1,TRUE,0.280000001,0.140000001,0.209999993
FDB003076,Glycerol 1-hexadecanoate,CCCCCCCCCCCCCCCC(=O)OCC(O)CO,TRUE,0.709999979,0.01,0.209999993
FDB003078,Glycerol 1-octadecanoate,CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,TRUE,0.709999979,0.01,0.209999993
FDB009509,Glyceryl behenate,CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,TRUE,0.709999979,0.01,0.209999993
FDB002542,Bergapten,COC1=C2C=CC(=O)OC2=CC2=C1C=CO2,TRUE,0.860000014,0,0.209999993
FDB004573,Pyrrol-2-methylketone,CC(=O)C1=CC=CN1,TRUE,0.730000019,0,0.209999993
FDB016806,Guaicyl phenylacetate,COC1=CC=CC=C1OC(=O)CC1=CC=CC=C1,TRUE,0,0.910000026,0.200000003
FDB012324,D-erythro-L-gluco-Nonulose,OCC(O)C(O)C1OC(O)(CO)C(O)C(O)C1O,TRUE,0.02,0.680000007,0.200000003
FDB012594,D-Glycero-D-manno-octulose,OCC(O)C1OC(O)(CO)C(O)C(O)C1O,TRUE,0.02,0.680000007,0.200000003
FDB016822,cis-3-Hexenyl anthranilate,CC\C=C/CCOC(=O)C1=CC=CC=C1N,TRUE,0.01,0.610000014,0.200000003
FDB023102,Chalcone,O=C(\C=C\C1=CC=CC=C1)C1=CC=CC=C1,TRUE,0.150000006,0.209999993,0.200000003
FDB017376,Ipomeamaronol,CC(CO)CC(=O)CC1(C)CCC(O1)C1=COC=C1,TRUE,0.310000002,0.029999999,0.200000003
FDB012070,"1-(3,4-Dihydroxyphenyl)-7-(4-hydroxy-3-methoxyphenyl)-1,6-heptadiene-3,5-dione",COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(O)=C(O)C=C2)=CC=C1O,TRUE,0.810000002,0.02,0.200000003
FDB003099,Glycerol tributanoate,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,TRUE,0.75,0.02,0.200000003
FDB021033,Isochinomin,COC1=C(C2OC(CO)C(O)C(O)C2O)C2=C(C(O)=C1)C(=O)C1=C(O2)C=C(O)C(O)=C1,TRUE,0.800000012,0.01,0.200000003
FDB015297,Anabsinthin,[H][C@]12C[C@@](C)(O)C[C@H]3[C@H](C)C(=O)O[C@@H]3C1=C(C)[C@@]1([H])[C@]2([H])[C@@]2([H])C[C@@]3(C)O[C@@]4(C)CC[C@H]5[C@H](C)C(=O)O[C@@H]5C13[C@@]24[H],TRUE,0.850000024,0,0.200000003
FDB022759,Chlorpheniramine,CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,TRUE,0.800000012,0,0.200000003
FDB017942,"(9S,10E,12S,13S)-9,12,13-Trihydroxy-10-octadecenoic acid",CCCCCC(O)C(O)\C=C\C(O)CCCCCCCC(O)=O,TRUE,0.769999981,0,0.200000003
FDB023418,"9,12,13-TriHOME",CCCCC[C@H](O)[C@@H](O)\C=C\[C@@H](O)CCCCCCCC(O)=O,TRUE,0.769999981,0,0.200000003
FDB023419,"9,10,13-TriHOME",CCCCC[C@H](O)\C=C\[C@@H](O)[C@@H](O)CCCCCCCC(O)=O,TRUE,0.769999981,0,0.200000003
FDB015513,Pear ester,CCCCC\C=C/C=C/C(=O)OCC,TRUE,0,0.829999983,0.189999998
FDB016572,Ethyl (E)-2-octenoate,CCCCC\C=C/C(=O)OCC,TRUE,0,0.829999983,0.189999998
FDB001081,Methyl (xi)-3-nonenoate,CCCCC\C=C/CC(=O)OC,TRUE,0,0.819999993,0.189999998
FDB011410,3-Methylbutyl benzoate,CC(C)CCOC(=O)C1=CC=CC=C1,TRUE,0,0.769999981,0.189999998
FDB015070,2-Methylpropyl (2E)-butenoate,C\C=C/C(=O)OCC(C)C,TRUE,0.02,0.75999999,0.189999998
FDB004513,Hexa-trans-2-cis-4-dien-1-al,[H]\C(C)=C(/[H])\C(\[H])=C(/[H])C=O,TRUE,0.029999999,0.689999998,0.189999998
FDB013267,"(E,E)-2,4-Hexadienal",C\C=C\C=C/C=O,TRUE,0.029999999,0.689999998,0.189999998
FDB020887,Momordin Ie,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OCC(O)C(O)C7O)C6OC6OCC(O)C(O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(O)=O,TRUE,0.029999999,0.639999986,0.189999998
FDB012188,3-Phenyl-1-propanol,OCCCC1=CC=CC=C1,TRUE,0.670000017,0.059999999,0.189999998
FDB013056,Maniladiol,CC1(C)CCC2(C)C(O)CC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC34C)C2C1,TRUE,0.75999999,0.01,0.189999998
FDB014511,Brein,CC1CCC2(C)C(O)CC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC34C)C2C1C,TRUE,0.75999999,0.01,0.189999998
FDB005123,Lochnocarpol A,CC(C)=CCC1=C(O)C2=C(OC(CC2=O)C2=CC=C(O)C=C2)C(CC=C(C)C)=C1O,TRUE,0.910000026,0,0.189999998
FDB015621,3-Epinobilin,C\C=C(\C)C(=O)OC1C\C(C)=C\CC(O)\C(C)=C\C2OC(=O)C(=C)C12,TRUE,0.810000002,0,0.189999998
FDB015669,alpha-Caryophyllene alcohol,[H][C@]12CC(C)(C)C[C@@]1([H])[C@]1(C)CCC[C@@]2(C)C1O,TRUE,0.639999986,0.050000001,0.180000007
FDB003024,5-Hydroxy-2-dodecenoic acid lactone,CCCCCCCC1CC=CC(=O)O1,TRUE,0,0.930000007,0.170000002
FDB012860,"5,6-Dihydro-6-pentyl-2H-pyran-2-one",CCCCCC1CC=CC(=O)O1,TRUE,0,0.930000007,0.170000002
FDB004515,Hexenoic acid,CCCC=CC(O)=O,TRUE,0,0.810000002,0.170000002
FDB008086,(E)-2-Hexenoic acid,CCC\C=C\C(O)=O,TRUE,0,0.810000002,0.170000002
FDB003919,cis-Carvyl acetate,CC(=O)O[C@H]1C[C@H](CC=C1C)C(C)=C,TRUE,0,0.800000012,0.170000002
FDB003999,trans-Carvyl acetate,CC(=O)O[C@H]1C[C@@H](CC=C1C)C(C)=C,TRUE,0,0.800000012,0.170000002
FDB017256,Carvyl acetate,CC(=O)OC1CC(CC=C1C)C(C)=C,TRUE,0,0.800000012,0.170000002
FDB014607,Citronellic acid,CC(CCC=C(C)C)CC(O)=O,TRUE,0.029999999,0.75999999,0.170000002
FDB012409,Isoeugenol acetate,COC1=C(OC(C)=O)C=CC(\C=C/C)=C1,TRUE,0.150000006,0.150000006,0.170000002
FDB023013,7a-Hydroxy-5b-cholanic acid,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])CCCC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,TRUE,0.699999988,0.029999999,0.170000002
FDB013011,Erythrodiol,CC1(C)CCC2(CO)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC34C)C2C1,TRUE,0.839999974,0.01,0.170000002
FDB013518,Uvaol,CC1CCC2(CO)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC34C)C2C1C,TRUE,0.839999974,0.01,0.170000002
